name,location,price,date,stars,km_from_center,num_external_reviews,booking_user_ratings,avg_user_ratings,airport_taxi,travel_sustainable_level,has_free_cancelation,town_location,price_category,month
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,177.18201564,2024-05-08,0,1.0,2952,1,7.4,0,1,False,Dortmund,High,May
NH Dortmund,Dortmund,108.22548201000001,2024-05-08,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-08,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Hotel Fürst Garden,Dortmund,114.24433491,2024-05-08,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,May
Hotel Union,Dortmund,132.26835927000002,2024-05-08,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
Mercure Hotel Dortmund Messe,Dortmund,136.28635026,2024-05-08,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,May
Zentrale Unterkunft in Dortmund City,Dortmund,75.51220314000001,2024-05-08,0,1.3,73,3,9.1,0,1,False,Dortmund,Low,May
Ringhotel Drees,Dortmund,125.35481202000001,2024-05-08,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,May
Apartement Central 40qm Wi-Fi free Parking calm back house 10B,Dortmund,53.209913070000006,2024-05-08,0,300.0,17,1,7.9,0,0,False,Dortmund,Low,May
Hotel Biedermeier,Dortmund,90.18519048,2024-05-08,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-08,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Studio 229,Dortmund,49.59860133,2024-05-08,0,4.3,9,4,9.8,0,0,False,Dortmund,Low,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",140.28807408,2024-05-08,0,150.0,2737,2,8.4,0,2,False,Dortmund,High,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",108.59962692,2024-05-08,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,May
ibis budget Dortmund West,Dortmund,65.68683246,2024-05-08,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-08,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
Hotel der Lennhof,Dortmund,118.24605873,2024-05-08,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Radisson Blu Hotel Dortmund,Dortmund,117.00975381,2024-05-08,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,177.18201564,2024-05-08,0,1.0,2952,1,7.4,0,1,False,Dortmund,High,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-08,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-05-08,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,May
Steigenberger Dortmund,Dortmund,153.64342065,2024-05-08,0,2.1,1439,1,7.8,0,0,False,Dortmund,High,May
Hotel Esplanade Dortmund,Dortmund,145.90024773000002,2024-05-08,4,250.0,1358,2,8.5,0,3,False,Dortmund,High,May
Hotel Union,Dortmund,132.26835927000002,2024-05-08,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
Zentrale Unterkunft in Dortmund City,Dortmund,75.51220314000001,2024-05-08,0,1.3,73,3,9.1,0,1,False,Dortmund,Low,May
Moods Hotel Dortmund,Dortmund,94.20318147,2024-05-08,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,May
Apartement Central 40qm Wi-Fi free Parking calm back house 10B,Dortmund,53.209913070000006,2024-05-08,0,300.0,17,1,7.9,0,0,False,Dortmund,Low,May
Hotel Biedermeier,Dortmund,90.18519048,2024-05-08,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,May
Courtyard by Marriott Dortmund,Dortmund,138.28721217,2024-05-08,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,May
Akzent Hotel Körner Hof,Dortmund,135.27778572,2024-05-08,3,2.3,308,2,8.0,0,0,True,Dortmund,Medium,May
Days Inn Dortmund West,Dortmund,97.40781396,2024-05-08,0,10.0,783,0,5.8,0,1,False,Dortmund,Medium,May
Hotel Postkutsche,Dortmund,117.23749419,2024-05-08,0,6.5,269,2,8.0,0,0,True,Dortmund,Medium,May
Hotel Unique Dortmund Hauptbahnhof,Dortmund,184.82758554,2024-05-08,4,0.9,7513,1,7.5,0,1,False,Dortmund,High,May
Hotel Senator,Dortmund,63.132886770000006,2024-05-08,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,May
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-05-09,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,May
Moxy Dortmund City,Dortmund,79.15604922,2024-05-09,3,1.1,676,2,8.4,0,1,False,Dortmund,Low,May
Design Apartments 2,Dortmund,45.09259524,2024-05-09,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-05-09,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-05-09,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-09,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
Dorint An den Westfalenhallen Dortmund,Dortmund,106.46862765,2024-05-09,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
Pension Sölde,Dortmund,55.11317196,2024-05-09,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
NH Dortmund,Dortmund,93.19461693000001,2024-05-09,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
B&B Hotel Dortmund-City,Dortmund,76.16288994,2024-05-09,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,May
The Grey Design Hotel,"Dortmund City Centre, Dortmund",99.21346983000001,2024-05-09,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",76.56956919000001,2024-05-09,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,May
stays design Hotel Dortmund,Dortmund,69.1354725,2024-05-09,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,May
Ringhotel Drees,Dortmund,116.34279984000001,2024-05-09,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,May
Mercure Hotel Dortmund Messe,Dortmund,136.28635026,2024-05-09,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,May
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,53.665393830000006,2024-05-09,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,May
Leonardo Hotel Dortmund,Dortmund,90.18519048,2024-05-09,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,May
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",80.26221678,2024-05-09,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,May
Residence Inn by Marriott Dortmund City,Dortmund,95.19547884,2024-05-09,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,May
Design Apartments 1,Dortmund,50.102883600000006,2024-05-09,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,85.17490212,2024-05-09,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,May
PS-Projektentwicklung,Dortmund,54.10460742,2024-05-09,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,May
Hotel NeuHaus,Dortmund,92.18605239,2024-05-09,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,May
ibis budget Dortmund West,Dortmund,65.68683246,2024-05-09,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Home Hotel,Dortmund,80.16461376000001,2024-05-09,0,1.4,1765,1,7.1,0,0,False,Dortmund,Medium,May
Home Hotel,Dortmund,80.16461376000001,2024-05-09,0,1.4,1765,1,7.1,0,0,False,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-09,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Hotel Unique Dortmund Hauptbahnhof,Dortmund,80.06701074,2024-05-09,4,0.9,7513,1,7.5,0,1,False,Dortmund,Medium,May
Studio 229,Dortmund,49.59860133,2024-05-09,0,4.3,9,4,9.8,0,0,False,Dortmund,Low,May
Hotel Esplanade Dortmund,Dortmund,93.09701391,2024-05-09,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",97.55421849000001,2024-05-09,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",71.2502046,2024-05-09,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,May
Steigenberger Dortmund,Dortmund,84.50794815,2024-05-09,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-09,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
Radisson Blu Hotel Dortmund,Dortmund,117.00975381,2024-05-09,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Hotel der Lennhof,Dortmund,118.24605873,2024-05-09,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-09,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Hotel Union,Dortmund,99.21346983000001,2024-05-09,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
Days Inn Dortmund West,Dortmund,46.898251110000004,2024-05-09,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
ibis Hotel Dortmund City,Dortmund,70.33924308,2024-05-09,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,May
Courtyard by Marriott Dortmund,Dortmund,104.22375819000001,2024-05-09,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,May
Hotel Unique Pearl,Dortmund,64.72706943,2024-05-09,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,May
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-05-09,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,May
Apartement Central 40qm Wi-Fi free Parking calm back house 10B,Dortmund,53.209913070000006,2024-05-09,0,300.0,17,1,7.9,0,0,False,Dortmund,Low,May
Apartment 229,Dortmund,80.16461376000001,2024-05-09,0,4.4,68,4,9.5,0,0,True,Dortmund,Medium,May
Hotel Ambiente,Dortmund,115.23663228000001,2024-05-09,0,4.5,196,2,8.3,0,2,False,Dortmund,Medium,May
Moods Hotel Dortmund,Dortmund,95.19547884,2024-05-09,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,May
Best Western Hotel Dortmund Airport,Dortmund,71.34780762,2024-05-09,4,7.3,1670,1,7.4,0,1,False,Dortmund,Low,May
Gildenhof An den Westfalenhallen Dortmund,Dortmund,85.17490212,2024-05-09,0,1.9,795,0,6.5,0,0,True,Dortmund,Medium,May
B&B Hotel Dortmund-City,Dortmund,81.1731783,2024-05-10,0,400.0,2706,1,7.9,0,0,False,Dortmund,Medium,May
Moxy Dortmund City,Dortmund,79.15604922,2024-05-10,3,1.1,676,2,8.4,0,1,False,Dortmund,Low,May
Design Apartments 2,Dortmund,55.11317196,2024-05-10,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-10,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",83.17404021,2024-05-10,0,150.0,2737,2,8.4,0,2,False,Dortmund,Medium,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",84.94716174,2024-05-10,3,0.6,911,2,8.1,0,2,False,Dortmund,Medium,May
PS-Projektentwicklung,Dortmund,66.14231322,2024-05-10,0,4.5,62,2,8.0,0,0,True,Dortmund,Low,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-10,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Days Inn Dortmund West,Dortmund,46.898251110000004,2024-05-10,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
Dorint An den Westfalenhallen Dortmund,Dortmund,106.46862765,2024-05-10,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
Hotel Carlton,"Dortmund City Centre, Dortmund",59.114895780000005,2024-05-10,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,May
stays design Hotel Dortmund,Dortmund,69.1354725,2024-05-10,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,May
Apartment 229,Dortmund,80.16461376000001,2024-05-10,0,4.4,68,4,9.5,0,0,True,Dortmund,Medium,May
Pension Sölde,Dortmund,65.13374868000001,2024-05-10,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
Design Apartments 1,Dortmund,60.12346032000001,2024-05-10,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
Hampton By Hilton Dortmund Phoenix See,Dortmund,123.25634709,2024-05-10,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,May
Hotel der Lennhof,Dortmund,129.27519999,2024-05-10,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-10,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
ibis Hotel Dortmund City,Dortmund,79.36752243000001,2024-05-10,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,May
The Grey Design Hotel,"Dortmund City Centre, Dortmund",99.21346983000001,2024-05-10,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",112.17840432000001,2024-05-10,0,400.0,4057,0,6.9,0,4,False,Dortmund,Medium,May
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,85.17490212,2024-05-10,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,May
NH Dortmund,Dortmund,93.19461693000001,2024-05-10,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
ibis budget Dortmund West,Dortmund,71.39660913,2024-05-10,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-10,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",97.19634075,2024-05-10,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,May
Home Hotel,Dortmund,80.16461376000001,2024-05-10,0,1.4,1765,1,7.1,0,0,False,Dortmund,Medium,May
ibis budget Dortmund West,Dortmund,71.39660913,2024-05-10,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Days Inn Dortmund West,Dortmund,46.898251110000004,2024-05-10,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",71.2502046,2024-05-10,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-10,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
Steigenberger Dortmund,Dortmund,81.09184245,2024-05-10,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,May
Design Apartments 1,Dortmund,60.12346032000001,2024-05-10,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-10,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Radisson Blu Hotel Dortmund,Dortmund,117.00975381,2024-05-10,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",95.3256162,2024-05-10,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
Courtyard by Marriott Dortmund,Dortmund,89.19289311,2024-05-10,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,May
Hotel Union,Dortmund,99.21346983000001,2024-05-10,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
ibis Hotel Dortmund City,Dortmund,79.36752243000001,2024-05-10,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,May
Apartment 229,Dortmund,80.16461376000001,2024-05-10,0,4.4,68,4,9.5,0,0,True,Dortmund,Medium,May
Hotel Ambiente,Dortmund,115.23663228000001,2024-05-10,0,4.5,196,2,8.3,0,2,False,Dortmund,Medium,May
Parkhotel Wittekindshof,Dortmund,147.36429303,2024-05-10,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,May
Hotel Postkutsche,Dortmund,117.23749419,2024-05-10,0,6.5,269,2,8.0,0,0,True,Dortmund,Medium,May
Best Western Hotel Dortmund Airport,Dortmund,71.34780762,2024-05-10,4,7.3,1670,1,7.4,0,1,False,Dortmund,Low,May
Hotel Senator,Dortmund,66.14231322,2024-05-10,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,May
Moods Hotel Dortmund,Dortmund,98.20490529,2024-05-10,3,3.5,1611,2,8.3,0,3,True,Dortmund,Medium,May
Hotel In der Meile,Dortmund,99.21346983000001,2024-05-10,0,6.0,129,0,4.9,0,0,True,Dortmund,Medium,May
Gildenhof An den Westfalenhallen Dortmund,Dortmund,89.19289311,2024-05-10,0,1.9,795,0,6.5,0,0,True,Dortmund,Medium,May
Apartement Central 40qm Wi-Fi free Parking calm back house 10C,Dortmund,64.02758112000001,2024-05-10,0,300.0,24,1,7.8,0,0,False,Dortmund,Low,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",78.16375185000001,2024-05-11,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,May
Moxy Dortmund City,Dortmund,71.15260158000001,2024-05-11,3,1.1,676,2,8.4,0,1,False,Dortmund,Low,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-11,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",84.94716174,2024-05-11,3,0.6,911,2,8.1,0,2,False,Dortmund,Medium,May
Mercure Hotel Dortmund Messe,Dortmund,109.23404655,2024-05-11,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,May
stays design Hotel Dortmund,Dortmund,69.1354725,2024-05-11,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,May
Dorint An den Westfalenhallen Dortmund,Dortmund,97.96089774000001,2024-05-11,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
B&B Hotel Dortmund-City,Dortmund,76.16288994,2024-05-11,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,May
Hampton By Hilton Dortmund Phoenix See,Dortmund,118.24605873,2024-05-11,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,May
Pension Sölde,Dortmund,65.13374868000001,2024-05-11,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-11,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Hotel Esplanade Dortmund,Dortmund,88.99768707000001,2024-05-11,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,May
NH Dortmund,Dortmund,84.18260475000001,2024-05-11,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",107.86760427,2024-05-11,0,400.0,4057,0,6.9,0,4,False,Dortmund,Medium,May
Design Apartments 2,Dortmund,55.11317196,2024-05-11,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
The Grey Design Hotel,"Dortmund City Centre, Dortmund",99.21346983000001,2024-05-11,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,May
Hotel Fürst Garden,Dortmund,114.24433491,2024-05-11,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-05-11,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,May
Leonardo Hotel Dortmund,Dortmund,84.76822287,2024-05-11,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,May
Residence Inn by Marriott Dortmund City,Dortmund,87.17576403000001,2024-05-11,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",103.16639214,2024-05-11,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,85.17490212,2024-05-11,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,May
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",80.26221678,2024-05-11,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,May
Hotel NeuHaus,Dortmund,92.18605239,2024-05-11,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-11,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Days Inn Dortmund West,Dortmund,46.898251110000004,2024-05-11,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-11,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
Design Apartments 1,Dortmund,60.12346032000001,2024-05-11,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-11,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Radisson Blu Hotel Dortmund,Dortmund,117.00975381,2024-05-11,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Steigenberger Dortmund,Dortmund,81.09184245,2024-05-11,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,May
Hotel Union,Dortmund,99.21346983000001,2024-05-11,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",103.16639214,2024-05-11,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
ibis Hotel Dortmund City,Dortmund,75.75621069,2024-05-11,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,May
Zentrale Unterkunft in Dortmund City,Dortmund,75.51220314000001,2024-05-11,0,1.3,73,3,9.1,0,1,False,Dortmund,Low,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-05-11,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,May
Apartment 229,Dortmund,80.16461376000001,2024-05-11,0,4.4,68,4,9.5,0,0,True,Dortmund,Medium,May
Hotel der Lennhof,Dortmund,129.27519999,2024-05-11,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Hotel Ambiente,Dortmund,115.23663228000001,2024-05-11,0,4.5,196,2,8.3,0,2,False,Dortmund,Medium,May
Ringhotel Drees,Dortmund,116.34279984000001,2024-05-11,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,May
Courtyard by Marriott Dortmund,Dortmund,132.26835927000002,2024-05-11,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,May
Hotel In der Meile,Dortmund,99.21346983000001,2024-05-11,0,6.0,129,0,4.9,0,0,True,Dortmund,Medium,May
Moods Hotel Dortmund,Dortmund,83.17404021,2024-05-11,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,May
Hotel Postkutsche,Dortmund,117.23749419,2024-05-11,0,6.5,269,2,8.0,0,0,True,Dortmund,Medium,May
Parkhotel Wittekindshof,Dortmund,147.36429303,2024-05-11,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,May
Apartement Central 40qm Wi-Fi free Parking calm back house 10C,Dortmund,64.02758112000001,2024-05-11,0,300.0,24,1,7.8,0,0,False,Dortmund,Low,May
Gildenhof An den Westfalenhallen Dortmund,Dortmund,89.19289311,2024-05-11,0,1.9,795,0,6.5,0,0,True,Dortmund,Medium,May
Hotel Senator,Dortmund,68.14317513,2024-05-11,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,May
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",152.30951271,2024-05-11,0,0.7,965,2,8.4,0,1,False,Dortmund,High,May
G & L City Rooms,Dortmund,83.17404021,2024-05-11,0,1.0,112,1,7.3,0,0,True,Dortmund,Medium,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-05-12,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,May
Moxy Dortmund City,Dortmund,71.15260158000001,2024-05-12,3,1.1,676,2,8.4,0,1,False,Dortmund,Low,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-12,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-05-12,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,May
Pension Sölde,Dortmund,50.102883600000006,2024-05-12,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
The Grey Design Hotel,"Dortmund City Centre, Dortmund",79.15604922,2024-05-12,3,0.7,2776,2,8.4,0,2,False,Dortmund,Low,May
B&B Hotel Dortmund-City,Dortmund,63.132886770000006,2024-05-12,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",71.83582272000001,2024-05-12,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,May
Dorint An den Westfalenhallen Dortmund,Dortmund,97.96089774000001,2024-05-12,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
Hotel Unique Dortmund Hauptbahnhof,Dortmund,48.55750245,2024-05-12,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,May
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",64.12518414,2024-05-12,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,May
Hampton By Hilton Dortmund Phoenix See,Dortmund,134.28548835,2024-05-12,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,May
NH Dortmund,Dortmund,84.18260475000001,2024-05-12,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
Hotel Fürst Garden,Dortmund,114.24433491,2024-05-12,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,May
Residence Inn by Marriott Dortmund City,Dortmund,87.17576403000001,2024-05-12,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-12,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Design Apartments 2,Dortmund,45.09259524,2024-05-12,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
Design Apartments 1,Dortmund,50.102883600000006,2024-05-12,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
Best Western Hotel Dortmund Airport,Dortmund,67.3460838,2024-05-12,4,7.3,1670,1,7.4,0,1,False,Dortmund,Low,May
Mercure Hotel Dortmund Messe,Dortmund,109.23404655,2024-05-12,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,May
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,45.141396750000006,2024-05-12,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,May
Leonardo Hotel Dortmund,Dortmund,84.76822287,2024-05-12,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,May
