name,location,price,date,stars,km_from_center,num_external_reviews,booking_user_ratings,avg_user_ratings,airport_taxi,travel_sustainable_level,has_free_cancelation,town_location,price_category,month
B&B Hotel Dortmund-City,Dortmund,64.12518414,2024-12-24,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,December
Dorint An den Westfalenhallen Dortmund,Dortmund,97.96089774000001,2024-12-24,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,December
Hotel Unique Dortmund Hauptbahnhof,Dortmund,63.035283750000005,2024-12-24,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,December
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",58.870888230000006,2024-12-24,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,December
NH Dortmund,Dortmund,94.20318147,2024-12-24,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,December
stays design Hotel Dortmund,Dortmund,54.10460742,2024-12-24,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,December
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,52.80323382,2024-12-24,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,December
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",84.18260475000001,2024-12-24,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,December
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-12-24,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,December
Pension Sölde,Dortmund,50.102883600000006,2024-12-24,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,December
Ringhotel Drees,Dortmund,119.04315006,2024-12-24,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,December
Residence Inn by Marriott Dortmund City,Dortmund,95.19547884,2024-12-24,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,December
Leonardo Hotel Dortmund,Dortmund,99.21346983000001,2024-12-24,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,December
Hampton By Hilton Dortmund Phoenix See,Dortmund,129.27519999,2024-12-24,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,December
Hotel Fürst Garden,Dortmund,110.22634392,2024-12-24,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,December
Mercure Hotel Dortmund Messe,Dortmund,118.24605873,2024-12-24,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,December
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",62.221925250000005,2024-12-24,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,December
Radisson Blu Hotel Dortmund,Dortmund,108.58335975,2024-12-24,0,2.4,2834,2,8.1,0,3,False,Dortmund,Medium,December
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-12-24,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,December
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",102.8085144,2024-12-24,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,December
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,99.21346983000001,2024-12-24,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,December
ibis Hotel Dortmund City,Dortmund,72.14489895,2024-12-24,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,December
Courtyard by Marriott Dortmund,Dortmund,89.19289311,2024-12-24,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,December
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-12-24,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,December
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,99.21346983000001,2024-12-24,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,December
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-12-24,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,December
Design Apartments 1,Dortmund,64.12518414,2024-12-24,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,December
Best Western Hotel Dortmund Airport,Dortmund,75.80501220000001,2024-12-24,4,7.3,1670,1,7.4,0,1,False,Dortmund,Low,December
Hotel Drei Kronen,Dortmund,85.17490212,2024-12-24,0,1.0,524,0,6.3,0,0,True,Dortmund,Medium,December
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-12-24,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,December
PS-Projektentwicklung,Dortmund,59.52157503,2024-12-24,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,December
l'Arrivée Hotel & Spa,Dortmund,179.31301491000002,2024-12-24,4,7.4,1086,2,8.5,0,0,False,Dortmund,High,December
B&B Hotel Dortmund Messe,Dortmund,76.16288994,2024-12-24,0,2.8,2025,1,7.9,0,4,False,Dortmund,Low,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-24,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
Hotel Senator,Dortmund,65.13374868000001,2024-12-24,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,December
Apartment in zentraler Lage zur Dortmunder Innenstadt,Dortmund,85.28877231,2024-12-24,3,1.7,58,2,8.3,0,1,True,Dortmund,Medium,December
Dortmund City Wohnung 85/7,Dortmund,79.36752243000001,2024-12-24,0,1.1,2,2,8.5,0,0,True,Dortmund,Low,December
Dortmund City Wohnung 85/3,Dortmund,72.40517367000001,2024-12-24,0,1.1,3,3,7.7890352149445965,0,0,True,Dortmund,Low,December
Dortmund City Wohnung 85/6,Dortmund,65.15001585,2024-12-24,0,1.1,57,5,7.7890352149445965,0,0,False,Dortmund,Low,December
NYCE Hotel Dortmund Thier Galerie,"Dortmund City Centre, Dortmund",89.19289311,2024-12-24,0,0.8,392,2,8.0,0,0,False,Dortmund,Medium,December
City-Pension-Dortmund,"Dortmund City Centre, Dortmund",75.1543254,2024-12-24,0,50.0,483,0,6.1,0,0,False,Dortmund,Low,December
Gemütliches Apartment direkt am Hafen von Dortmund,Dortmund,113.34964056000001,2024-12-24,3,1.7,73,1,7.9,0,0,True,Dortmund,Medium,December
Apartment direkt am Hafen - mit Terrasse und UHD TV,Dortmund,113.34964056000001,2024-12-24,3,1.7,48,1,7.2,0,0,True,Dortmund,Medium,December
TRUTH für 3 - Moderne Küche - Smart TV - Teppichboden,Dortmund,81.30331566000001,2024-12-24,0,6.1,26,1,7.9,0,0,True,Dortmund,Medium,December
Office Apartment zentral zur Dortmunder Innenstadt,Dortmund,125.69642259000001,2024-12-24,3,1.7,46,1,7.8,0,1,True,Dortmund,Medium,December
Apartment direkt am Hafen - mit UHD TV und Netflix,Dortmund,113.34964056000001,2024-12-24,3,1.7,22,1,7.1,0,1,True,Dortmund,Medium,December
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-12-25,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,December
Moxy Dortmund City,Dortmund,83.17404021,2024-12-25,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,December
B&B Hotel Dortmund-City,Dortmund,64.12518414,2024-12-25,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,December
Hotel Unique Dortmund Hauptbahnhof,Dortmund,63.035283750000005,2024-12-25,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,December
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-12-25,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,December
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-12-25,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,December
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,52.80323382,2024-12-25,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,December
Dorint An den Westfalenhallen Dortmund,Dortmund,97.96089774000001,2024-12-25,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,December
Mercure Hotel Dortmund Messe,Dortmund,118.24605873,2024-12-25,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,December
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-12-25,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,December
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",63.81610791000001,2024-12-25,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,December
NH Dortmund,Dortmund,94.20318147,2024-12-25,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,December
stays design Hotel Dortmund,Dortmund,54.10460742,2024-12-25,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,December
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",84.18260475000001,2024-12-25,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-25,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
ibis Hotel Dortmund City,Dortmund,71.2502046,2024-12-25,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,December
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-12-25,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,December
Pension Sölde,Dortmund,50.102883600000006,2024-12-25,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,December
Ringhotel Drees,Dortmund,119.04315006,2024-12-25,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,December
PS-Projektentwicklung,Dortmund,59.52157503,2024-12-25,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,December
Leonardo Hotel Dortmund,Dortmund,99.21346983000001,2024-12-25,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,December
Residence Inn by Marriott Dortmund City,Dortmund,95.19547884,2024-12-25,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,December
Hampton By Hilton Dortmund Phoenix See,Dortmund,129.27519999,2024-12-25,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,December
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-12-25,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,December
Dortmund City Wohnung 85/6,Dortmund,65.15001585,2024-12-25,0,1.1,57,5,7.7890352149445965,0,0,False,Dortmund,Low,December
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-12-25,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,December
Steigenberger Dortmund,Dortmund,92.83673919,2024-12-25,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-25,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
ibis Hotel Dortmund City,Dortmund,71.2502046,2024-12-25,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,December
PS-Projektentwicklung,Dortmund,59.52157503,2024-12-25,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,December
Courtyard by Marriott Dortmund,Dortmund,89.19289311,2024-12-25,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,December
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-12-25,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,December
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-12-25,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,December
Dortmund City Wohnung 85/6,Dortmund,65.15001585,2024-12-25,0,1.1,57,5,7.7890352149445965,0,0,False,Dortmund,Low,December
Design Apartments 1,Dortmund,64.12518414,2024-12-25,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,December
Best Western Hotel Dortmund Airport,Dortmund,75.80501220000001,2024-12-25,4,7.3,1670,1,7.4,0,1,False,Dortmund,Low,December
Hotel Drei Kronen,Dortmund,85.17490212,2024-12-25,0,1.0,524,0,6.3,0,0,True,Dortmund,Medium,December
Hotel Biedermeier,Dortmund,90.18519048,2024-12-25,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,December
Days Inn Dortmund West,Dortmund,64.93854264000001,2024-12-25,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,December
B&B Hotel Dortmund Messe,Dortmund,76.16288994,2024-12-25,0,2.8,2025,1,7.9,0,4,False,Dortmund,Low,December
l'Arrivée Hotel & Spa,Dortmund,179.31301491000002,2024-12-25,4,7.4,1086,2,8.5,0,0,False,Dortmund,High,December
NYCE Hotel Dortmund Thier Galerie,"Dortmund City Centre, Dortmund",89.19289311,2024-12-25,0,0.8,392,2,8.0,0,0,False,Dortmund,Medium,December
Hotel Senator,Dortmund,66.14231322,2024-12-25,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,December
Apartment in zentraler Lage zur Dortmunder Innenstadt,Dortmund,85.28877231,2024-12-25,3,1.7,58,2,8.3,0,1,True,Dortmund,Medium,December
Hotel Union,Dortmund,120.24692064000001,2024-12-25,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,December
Dortmund City Wohnung 85/3,Dortmund,72.40517367000001,2024-12-25,0,1.1,3,3,7.7890352149445965,0,0,True,Dortmund,Low,December
Gemütliches Apartment direkt am Hafen von Dortmund,Dortmund,113.34964056000001,2024-12-25,3,1.7,73,1,7.9,0,0,True,Dortmund,Medium,December
Hotel In der Meile,Dortmund,99.21346983000001,2024-12-25,0,6.0,129,0,4.9,0,0,True,Dortmund,Medium,December
Dortmund City Wohnung 85/7,Dortmund,79.36752243000001,2024-12-25,0,1.1,2,2,8.5,0,0,True,Dortmund,Low,December
Apartment direkt am Hafen - mit Terrasse und UHD TV,Dortmund,113.34964056000001,2024-12-25,3,1.7,48,1,7.2,0,0,True,Dortmund,Medium,December
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-12-26,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,December
Moxy Dortmund City,Dortmund,83.17404021,2024-12-26,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,December
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-12-26,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,December
Dorint An den Westfalenhallen Dortmund,Dortmund,97.96089774000001,2024-12-26,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,December
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,45.141396750000006,2024-12-26,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,December
B&B Hotel Dortmund-City,Dortmund,64.12518414,2024-12-26,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,December
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",69.1354725,2024-12-26,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,December
Mercure Hotel Dortmund Messe,Dortmund,118.24605873,2024-12-26,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,December
Hotel Unique Dortmund Hauptbahnhof,Dortmund,63.035283750000005,2024-12-26,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,December
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",64.22278716000001,2024-12-26,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,December
NH Dortmund,Dortmund,94.20318147,2024-12-26,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,December
stays design Hotel Dortmund,Dortmund,54.10460742,2024-12-26,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,December
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-12-26,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,December
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-12-26,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,December
Pension Sölde,Dortmund,50.102883600000006,2024-12-26,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,December
Ringhotel Drees,Dortmund,119.04315006,2024-12-26,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,December
Leonardo Hotel Dortmund,Dortmund,90.18519048,2024-12-26,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,December
Hampton By Hilton Dortmund Phoenix See,Dortmund,119.25462327000001,2024-12-26,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,December
Residence Inn by Marriott Dortmund City,Dortmund,95.19547884,2024-12-26,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,December
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-12-26,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,December
Days Inn Dortmund West,Dortmund,44.29550391,2024-12-26,0,10.0,783,0,5.8,0,1,True,Dortmund,Low,December
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",62.221925250000005,2024-12-26,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,December
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",102.8085144,2024-12-26,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,December
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,99.21346983000001,2024-12-26,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-26,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",62.221925250000005,2024-12-26,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,December
Hotel Unique Dortmund Hauptbahnhof,Dortmund,63.035283750000005,2024-12-26,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,December
Radisson Blu Hotel Dortmund,Dortmund,108.58335975,2024-12-26,0,2.4,2834,2,8.1,0,3,False,Dortmund,Medium,December
ibis Hotel Dortmund City,Dortmund,71.2502046,2024-12-26,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,December
PS-Projektentwicklung,Dortmund,59.52157503,2024-12-26,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,December
Courtyard by Marriott Dortmund,Dortmund,89.19289311,2024-12-26,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,December
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",102.8085144,2024-12-26,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-26,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-12-26,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,December
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-12-26,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,December
Sellmann´s Boutique Hotel,Dortmund,107.21691747000001,2024-12-26,0,3.8,707,3,9.1,0,0,True,Dortmund,Medium,December
B&B Hotel Dortmund Messe,Dortmund,76.16288994,2024-12-26,0,2.8,2025,1,7.9,0,4,False,Dortmund,Low,December
Design Apartments 1,Dortmund,64.12518414,2024-12-26,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,December
Apartment in zentraler Lage zur Dortmunder Innenstadt,Dortmund,87.53364177,2024-12-26,3,1.7,58,2,8.3,0,1,True,Dortmund,Medium,December
Dortmund City Wohnung 85/6,Dortmund,65.15001585,2024-12-26,0,1.1,57,5,7.7890352149445965,0,0,False,Dortmund,Low,December
Hotel Biedermeier,Dortmund,90.18519048,2024-12-26,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,December
Dortmund City Wohnung 85/7,Dortmund,79.36752243000001,2024-12-26,0,1.1,2,2,8.5,0,0,True,Dortmund,Low,December
NYCE Hotel Dortmund Thier Galerie,"Dortmund City Centre, Dortmund",74.14576086000001,2024-12-26,0,0.8,392,2,8.0,0,0,False,Dortmund,Low,December
Hotel In der Meile,Dortmund,99.21346983000001,2024-12-26,0,6.0,129,0,4.9,0,0,True,Dortmund,Medium,December
l'Arrivée Hotel & Spa,Dortmund,179.31301491000002,2024-12-26,4,7.4,1086,2,8.5,0,0,False,Dortmund,High,December
Gemütliches Apartment direkt am Hafen von Dortmund,Dortmund,114.47207529,2024-12-26,3,1.7,73,1,7.9,0,0,True,Dortmund,Medium,December
Hotel Senator,Dortmund,63.132886770000006,2024-12-26,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,December
Schöne Apartment in Dortmund Bövinghausen,Dortmund,70.14403704,2024-12-26,0,9.9,4,0,4.8,0,0,True,Dortmund,Low,December
Hotel Drei Kronen,Dortmund,85.17490212,2024-12-26,0,1.0,524,0,6.3,0,0,True,Dortmund,Medium,December
Apartment direkt am Hafen - mit Terrasse und UHD TV,Dortmund,114.47207529,2024-12-26,3,1.7,48,1,7.2,0,0,True,Dortmund,Medium,December
Hotel Carlton,"Dortmund City Centre, Dortmund",55.11317196,2024-12-27,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,December
Moxy Dortmund City,Dortmund,83.17404021,2024-12-27,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,December
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",84.94716174,2024-12-27,3,0.6,911,2,8.1,0,2,False,Dortmund,Medium,December
Dorint An den Westfalenhallen Dortmund,Dortmund,97.96089774000001,2024-12-27,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,December
B&B Hotel Dortmund-City,Dortmund,64.12518414,2024-12-27,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,December
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",78.16375185000001,2024-12-27,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,December
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",69.1354725,2024-12-27,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,December
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-12-27,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,December
Mercure Hotel Dortmund Messe,Dortmund,118.24605873,2024-12-27,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,December
Hotel Unique Dortmund Hauptbahnhof,Dortmund,63.035283750000005,2024-12-27,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,December
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-12-27,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,December
NH Dortmund,Dortmund,94.20318147,2024-12-27,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,December
stays design Hotel Dortmund,Dortmund,54.10460742,2024-12-27,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,December
Hampton By Hilton Dortmund Phoenix See,Dortmund,109.23404655,2024-12-27,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,December
Ringhotel Drees,Dortmund,119.04315006,2024-12-27,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,December
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,52.80323382,2024-12-27,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,December
Residence Inn by Marriott Dortmund City,Dortmund,95.19547884,2024-12-27,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,December
Hotel Unique Pearl,Dortmund,57.92739237000001,2024-12-27,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,December
Leonardo Hotel Dortmund,Dortmund,117.23749419,2024-12-27,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,December
Pension Sölde,Dortmund,60.12346032000001,2024-12-27,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,December
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",62.221925250000005,2024-12-27,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,December
Radisson Blu Hotel Dortmund,Dortmund,108.58335975,2024-12-27,0,2.4,2834,2,8.1,0,3,False,Dortmund,Medium,December
Hotel Fürst Garden,Dortmund,110.22634392,2024-12-27,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-27,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-12-27,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,December
Courtyard by Marriott Dortmund,Dortmund,89.19289311,2024-12-27,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,December
ibis Hotel Dortmund City,Dortmund,78.45656091000001,2024-12-27,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,December
Best Western Hotel Dortmund Airport,Dortmund,75.80501220000001,2024-12-27,4,7.3,1670,1,7.4,0,1,False,Dortmund,Low,December
Design Apartments 1,Dortmund,74.14576086000001,2024-12-27,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,December
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-12-27,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,December
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",113.2195032,2024-12-27,0,400.0,4057,0,6.9,0,4,False,Dortmund,Medium,December
Hotel Drei Kronen,Dortmund,85.17490212,2024-12-27,0,1.0,524,0,6.3,0,0,True,Dortmund,Medium,December
PS-Projektentwicklung,Dortmund,59.52157503,2024-12-27,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,December
B&B Hotel Dortmund Messe,Dortmund,76.16288994,2024-12-27,0,2.8,2025,1,7.9,0,4,False,Dortmund,Low,December
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-12-27,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,December
Hotel Senator,Dortmund,69.1354725,2024-12-27,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,December
NYCE Hotel Dortmund Thier Galerie,"Dortmund City Centre, Dortmund",74.14576086000001,2024-12-27,0,0.8,392,2,8.0,0,0,False,Dortmund,Low,December
Dortmund City Wohnung 85/6,Dortmund,65.15001585,2024-12-27,0,1.1,57,5,7.7890352149445965,0,0,False,Dortmund,Low,December
City-Pension-Dortmund,"Dortmund City Centre, Dortmund",75.1543254,2024-12-27,0,50.0,483,0,6.1,0,0,False,Dortmund,Low,December
Sellmann´s Boutique Hotel,Dortmund,107.21691747000001,2024-12-27,0,3.8,707,3,9.1,0,0,True,Dortmund,Medium,December
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-12-27,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,December
Dortmund City Wohnung 85/3,Dortmund,72.40517367000001,2024-12-27,0,1.1,3,3,7.7890352149445965,0,0,True,Dortmund,Low,December
l'Arrivée Hotel & Spa,Dortmund,179.31301491000002,2024-12-27,4,7.4,1086,2,8.5,0,0,False,Dortmund,High,December
Dortmund City Wohnung 85/7,Dortmund,79.36752243000001,2024-12-27,0,1.1,2,2,8.5,0,0,True,Dortmund,Low,December
ibis budget Dortmund West,Dortmund,63.78357357,2024-12-27,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,December
ibis Styles Dortmund West,Dortmund,76.69970655,2024-12-27,3,9.9,720,1,7.1,0,3,False,Dortmund,Low,December
Days Inn Dortmund West,Dortmund,64.93854264000001,2024-12-27,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,December
Schöne Apartment in Dortmund Bövinghausen,Dortmund,70.14403704,2024-12-27,0,9.9,4,0,4.8,0,0,True,Dortmund,Low,December
Hotel Biedermeier,Dortmund,90.18519048,2024-12-27,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,December
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",84.94716174,2024-12-28,3,0.6,911,2,8.1,0,2,False,Dortmund,Medium,December
Moxy Dortmund City,Dortmund,87.17576403000001,2024-12-28,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,December
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",78.16375185000001,2024-12-28,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,December
B&B Hotel Dortmund-City,Dortmund,64.12518414,2024-12-28,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,December
